"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-10","0.00","61","77","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-11","0.00","61","70","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-12","0.00","60","67","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-13","0.00","60","68","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-14","0.00","60","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-15","0.00","59","65","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-16","0.00","60","70","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-17","0.00","61","66","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-18","0.00","59","67","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-19","0.00","58","75","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-20","0.00","64","85","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-21","0.00","66","74","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-22","0.00","58","66","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-23","0.00","58","69","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-24","0.00","58","73","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-25","0.00","58","67","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-26","0.00","57","73","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-27","0.00","57","64","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-28","0.00","59","68","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-29","0.00","62","70","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-30","0.00","65","75","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-01","0.00","64","73","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-02","0.16","65","74","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-03","0.00","67","74","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-04","0.00","64","71","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-05","0.00","60","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-06","0.00","61","72","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-07","0.00","67","78","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-08","0.00","69","79","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-09","0.00","62","76","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-10","0.00","60","68","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-11","0.00","60","70","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-12","0.00","62","79","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-13","0.00","63","78","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-14","0.00","58","72","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-15","0.00","65","81","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-16","0.00","62","73","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-17","0.00","57","69","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-18","0.00","56","69","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-19","0.00","58","74","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-20","0.00","58","67","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-21","0.00","55","68","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-22","0.00","57","64","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-23","0.00","56","65","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-24","0.00","58","71","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-25","0.00","58","72","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-26","0.00","60","73","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-27","0.00","61","70","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-28","0.00","61","72","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-29","0.00","60","67","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-30","0.00","59","68","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-31","0.00","59","76","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-01","0.00","64","82","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-02","0.00","63","75","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-03","0.00","62","79","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-04","0.00","59","65","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-05","0.00","59","73","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-06","0.00","57","70","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-07","0.00","58","73","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-08","0.00","58","68","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-09","0.00","61","68","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-10","0.00","54","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-11","0.00","56","67","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-12","0.00","55","67","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-13","0.00","55","61","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-14","0.00","54","65","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-15","0.00","53","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-16","0.00","53","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-17","0.00","53","61","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-18","0.00","51","57","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-19","0.00","53","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-20","0.00","53","61","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-21","0.76","57","60","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-22","0.54","58","63","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-23","0.29","58","62","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-24","0.00","60","61","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-25","0.00","54","62","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-26","0.00","54","62","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-27","0.06","56","60","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-28","1.00","59","64","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-29","0.42","59","60","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-30","0.00","56","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-01","0.09","54","59","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-02","0.00","50","55","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-03","0.00","51","56","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-04","0.08","52","55","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-05","0.31","52","55","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-06","0.01","53","60","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-07","0.00","52","60","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-08","0.00","52","60","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-09","0.00","51","55","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-10","0.02","50","58","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-11","0.00","50","56","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-12","0.00","55","62","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-13","0.00","52","61","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-14","0.01","54","62","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-15","0.00","56","62","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-16","0.58","57","61","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-17","0.02","54","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-18","0.00","53","59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-19","0.00","55","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-20","0.00","52","55","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-21","0.09","53","58","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-22","0.00","52","56","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-23","0.02","53","56","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-24","0.42","54","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-25","0.00","53","59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-26","0.00","53","59","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-27","0.00","53","59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-28","0.00","54","58","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-29","0.00","49","60","41"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-30","0.00","51","59","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-31","0.00","51","55","44"
